ID	Alldata_robust_kdp	Alldata_robust_hl	Alldata_robust_beta	Alldata_robust_beta.var	Mean_robust_kdp	Mean_robust_hl	Mean_robust_beta	Mean_robust_beta.var	Median_robust_kdp	Median_robust_hl	Median_robust_beta	Median_robust_beta.var	Threshold_robust_kdp	Threshold_robust_hl	Threshold_robust_beta	Threshold_robust_beta.var	Besttime_robust_kdp	Besttime_robust_hl	Besttime_robust_beta	Besttime_robust_beta.var	Best3time_robust_kdp	Best3time_robust_hl	Best3time_robust_beta	Best3time_robust_beta.var	Alldata_kdp	Alldata_hl	Alldata_beta	Alldata_beta.var	Mean_kdp	Mean_hl	Mean_beta	Mean_beta.var	Median_kdp	Median_hl	Median_beta	Median_beta.var	Threshold_kdp	Threshold_hl	Threshold_beta	Threshold_beta.var	Besttime_kdp	Besttime_hl	Besttime_beta	Besttime_beta.var	Best3time_kdp	Best3time_hl	Best3time_beta	Best3time_robust_beta.var
cds10194	0.013137113	52.76251855	0.027159315	1.82E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.013137113	52.76251855	0.027159315	1.82E-11	0.012306175	56.32515212	0.026328377	5.80E-09	0.01262098	54.92023582	0.026643181	9.71E-10	0.013268125	52.24153052	0.027290327	8.04E-12	0.014448017	47.97524828	0.028470218	4.65E-09	0.014049053	49.33764411	0.028071255	2.65E-09	0.013268125	52.24153052	0.027290327	8.04E-12	0.011860664	58.44084036	0.025882866	3.21E-09	0.012371751	56.02660406	0.026393952	8.91E-12
cds10197	0.029783694	23.2727065	0.043805896	9.36E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.029783694	23.2727065	0.043805896	9.36E-11	0.03922374	17.67162386	0.053245942	9.15E-07	0.04317597	16.05400372	0.057198171	0	0.030239408	22.92198266	0.044261609	9.99E-13	0.032043499	21.63144496	0.0460657	3.15E-09	0.030539467	22.69676774	0.044561668	2.56E-09	0.030239408	22.92198266	0.044261609	9.99E-13	0.040533646	17.10053886	0.054555847	9.51E-10	0.045714586	15.16249488	0.059736788	3.22E-07
cds10199	0.123955711	5.591893852	0.137977913	1.16E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.123955711	5.591893852	0.137977913	1.16E-11	NA	NA	NA	NA	0.13184572	5.25725963	0.145867921	1.81E-06	0.07744955	8.949660553	0.091471751	2.69E-13	0.077010296	9.000707938	0.091032497	2.80E-09	0.06475554	10.70405987	0.078777742	2.08E-09	0.07744955	8.949660553	0.091471751	2.69E-13	0.132671444	5.22453937	0.146693645	0.000540927	0.136163389	5.090554718	0.15018559	3.00E-10
cds102	0.02077093	33.37102344	0.034793131	5.26E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.02077093	33.37102344	0.034793131	5.26E-12	0.01947014	35.60052388	0.033492342	7.07E-08	0.020051674	34.56804601	0.034073875	3.21E-36	0.023242204	29.82278191	0.037264406	2.84E-10	0.027217462	25.46700288	0.041239663	3.67E-08	0.024350102	28.46588373	0.038372304	3.69E-08	0.023242204	29.82278191	0.037264406	2.84E-10	0.01947014	35.60052388	0.033492342	7.07E-08	0.020709035	33.47076131	0.034731237	6.25E-10
cds10204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds10211	0.013295551	52.13376933	0.027317752	1.37E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.013295551	52.13376933	0.027317752	1.37E-05	NA	NA	NA	NA	0.013295551	52.13376933	0.027317752	1.37E-05	0.016400024	42.26500888	0.030422226	4.64E-06	0.016771195	41.3296234	0.030793397	6.73E-06	0.016771195	41.3296234	0.030793397	6.73E-06	0.016400024	42.26500888	0.030422226	4.64E-06	0.013057675	53.08350785	0.027079876	1.85E-06	0.016400024	42.26500888	0.030422226	4.64E-06
cds10212	0.019656036	35.26383276	0.033678238	9.93E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.019657423	35.2613457	0.033679624	9.30E-10	0.017503208	39.60115162	0.031525409	5.55E-08	0.017409711	39.8138254	0.031431912	2.72E-08	0.017785151	38.97336591	0.031807352	1.10E-11	0.019133321	36.22722797	0.033155523	2.76E-09	0.018281757	37.91469259	0.032303958	4.05E-09	0.017785485	38.97263265	0.031807687	1.10E-11	0.017121505	40.48400938	0.031143707	2.80E-08	0.017514037	39.57666619	0.031536238	9.13E-09
cds10213	0.016513273	41.9751542	0.030535475	2.82E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.016649029	41.6328905	0.03067123	2.26E-08	NA	NA	NA	NA	0.014968437	46.30725089	0.028990639	0	0.017797753	38.94576976	0.031819954	3.90E-10	0.016078886	43.10915522	0.030101087	1.13E-09	0.015941652	43.48026014	0.029963854	1.22E-09	0.017809171	38.92079901	0.031831373	3.90E-10	NA	NA	NA	NA	0.015854454	43.71939776	0.029876656	4.05E-08
cds10214	0.018436748	37.59595727	0.032458949	8.92E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.018431859	37.6059296	0.03245406	1.88E-14	0.018135056	38.22139684	0.032157258	1.16E-10	0.018413372	37.64368518	0.032435574	1.23E-10	0.021586119	32.11078322	0.03560832	9.86E-16	0.030475017	22.74476728	0.044497219	1.11E-09	0.018785968	36.89706996	0.03280817	9.86E-10	0.021507796	32.22771723	0.035529998	2.89E-15	0.020707802	33.47275471	0.034730004	1.01E-11	0.021003296	33.00182947	0.035025497	6.55E-12
cds10224	0.013937369	49.73300177	0.02795957	5.35E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.013937369	49.73300177	0.02795957	5.35E-11	0.01331321	52.06461739	0.027335412	2.77E-07	0.01392103	49.79137149	0.027943232	2.98E-07	0.01626365	42.61940951	0.030285852	1.28E-10	0.023443306	29.56695506	0.037465508	5.51E-09	0.024098319	28.76329966	0.038120521	5.50E-09	0.01626365	42.61940951	0.030285852	1.28E-10	0.01331321	52.06461739	0.027335412	2.77E-07	0.013941759	49.71733937	0.027963961	1.45E-10
cds10233	0.015057203	46.03425795	0.029079405	3.66E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.015061789	46.0202439	0.02908399	4.06E-12	0.01447798	47.8759596	0.028500181	4.31E-09	0.015002379	46.2024855	0.02902458	6.62E-12	0.015203811	45.59035812	0.029226012	6.36E-12	0.016421975	42.2085163	0.030444176	4.23E-09	0.01550275	44.71124147	0.029524951	3.89E-09	0.015207781	45.57845742	0.029229982	6.36E-12	0.01447798	47.8759596	0.028500181	4.31E-09	0.015048335	46.06138567	0.029070537	8.35E-12
cds10237	0.021604466	32.08351405	0.035626667	5.04E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.021604466	32.08351405	0.035626667	5.04E-10	NA	NA	NA	NA	0.021604466	32.08351405	0.035626667	5.04E-10	0.021643861	32.0251177	0.035666062	4.93E-10	0.01221525	56.74441253	0.026237452	5.11E-09	0.010959291	63.24744852	0.024981492	5.15E-09	0.021643861	32.0251177	0.035666062	4.93E-10	NA	NA	NA	NA	0.021643861	32.0251177	0.035666062	4.93E-10
cds10240	0.013738004	50.4547224	0.027760206	1.13E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.013770922	50.33411721	0.027793123	1.90E-14	0.0132403	52.35132051	0.027262501	3.81E-12	0.013444022	51.55802131	0.027466224	4.10E-16	0.015432052	44.91607244	0.029454254	1.17E-14	0.01686235	41.10620294	0.030884552	5.34E-09	0.014600546	47.47405985	0.028622747	2.24E-09	0.015434436	44.90913429	0.029456638	1.17E-14	0.013436923	51.58525948	0.027459125	4.08E-13	0.014308836	48.44189831	0.028331038	9.03E-13
cds10249	0.01477501	46.91348396	0.028797211	2.22E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.014785928	46.87884121	0.02880813	2.35E-13	0.013996612	49.52249831	0.028018813	4.76E-10	0.014582758	47.53196913	0.028604959	1.62E-15	0.017850601	38.83046713	0.031872803	2.15E-13	0.02638778	26.26773396	0.040409981	3.21E-08	0.01566019	44.26173603	0.029682391	2.38E-09	0.017855227	38.82040695	0.031877429	2.15E-13	0.016499846	42.00931261	0.030522047	2.81E-11	0.0169534	40.88543871	0.030975601	3.70E-13
cds10250	0.06152472	11.26615735	0.075546922	2.09E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.06152472	11.26615735	0.075546922	2.09E-11	0.072273512	9.590611625	0.086295713	1.67E-07	0.073746087	9.399104587	0.087768288	6.61E-11	0.058352737	11.87857193	0.072374938	5.85E-13	0.060538764	11.44964214	0.074560965	1.32E-09	0.060445822	11.46724721	0.074468023	1.54E-09	0.058352737	11.87857193	0.072374938	5.85E-13	0.077777464	8.911928244	0.091799666	1.64E-08	0.078707428	8.806629751	0.09272963	1.75E-12
cds10255	0.022020553	31.47728291	0.036042755	1.31E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.022020553	31.47728291	0.036042755	1.31E-12	0.021360697	32.44965115	0.035382899	3.74E-08	0.021572145	32.13158356	0.035594347	1.40E-10	0.022197778	31.22597186	0.036219979	1.11E-11	0.023510385	29.48259612	0.037532586	2.31E-08	0.021876836	31.68406961	0.035899037	2.32E-08	0.022197778	31.22597186	0.036219979	1.11E-11	0.021360697	32.44965115	0.035382899	3.74E-08	0.021612039	32.07227081	0.035634241	2.35E-11
cds10268	0.009556548	72.53112169	0.02357875	5.25E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.009566439	72.4561355	0.02358864	4.33E-14	0.00928635	74.64151229	0.023308551	2.61E-11	0.009440967	73.41908649	0.023463169	1.33E-11	0.010570662	65.57273327	0.024592863	1.07E-14	0.011903471	58.23067934	0.025925672	4.87E-10	0.01048594	66.10253235	0.024508141	7.55E-10	0.010576633	65.53570978	0.024598835	4.32E-14	0.00925866	74.86474139	0.023280862	3.73E-11	0.01042419	66.4941032	0.024446392	4.10E-11
cds10270	0.055263373	12.54261444	0.069285575	3.91E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.055263373	12.54261444	0.069285575	3.91E-07	NA	NA	NA	NA	0.055263373	12.54261444	0.069285575	3.91E-07	0.064036109	10.82431761	0.07805831	3.81E-07	0.08407505	8.244386145	0.098097252	5.39E-06	0.085360576	8.120226131	0.099382778	5.38E-06	0.064036109	10.82431761	0.07805831	3.81E-07	NA	NA	NA	NA	0.064036109	10.82431761	0.07805831	3.81E-07
cds10278	0.019481254	35.58021447	0.033503455	1.33E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.019481254	35.58021447	0.033503455	1.33E-09	0.017346138	39.95973991	0.03136834	4.95E-09	0.018639138	37.18772678	0.03266134	3.34E-07	0.019481254	35.58021447	0.033503455	1.33E-09	0.023206411	29.86877941	0.037228613	1.33E-08	0.022988706	30.15164004	0.037010907	1.33E-08	0.019481254	35.58021447	0.033503455	1.33E-09	0.017346138	39.95973991	0.03136834	4.95E-09	0.018639138	37.18772678	0.03266134	5.07E-08
cds10282	0.013379845	51.80532042	0.027402047	2.43E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.013405354	51.70674196	0.027427556	2.19E-12	0.012472267	55.57507676	0.026494468	7.29E-10	0.013025249	53.21565826	0.02704745	4.56E-12	0.016888394	41.04281237	0.030910595	5.29E-14	0.027701112	25.02235914	0.041723314	2.41E-09	0.013643761	50.80323436	0.027665962	1.34E-09	0.016533406	41.92404134	0.030555607	5.31E-14	0.015894536	43.60914875	0.029916738	1.56E-09	0.016361977	42.36329107	0.030384178	2.72E-11
cds10303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024998802	27.7272155	0.039021004	6.35E-10	0.024998802	27.7272155	0.039021004	6.35E-10	0.024998802	27.7272155	0.039021004	6.35E-10	0.024998802	27.7272155	0.039021004	6.35E-10	NA	NA	NA	NA	0.024551912	28.23190252	0.038574113	3.84E-08
cds10305	0.008866138	78.17915223	0.02288834	3.31E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.008883264	78.02843339	0.022905466	1.52E-13	0.008766866	79.06442458	0.022789067	6.61E-09	0.008803321	78.73701078	0.022825523	3.69E-09	0.009885455	70.11788327	0.023907657	2.19E-14	0.011692289	59.28241759	0.025714491	5.18E-11	0.009414549	73.625104	0.023436751	1.69E-11	0.009896729	70.03800699	0.023918931	1.74E-13	0.008766866	79.06442458	0.022789067	6.61E-09	0.009819711	70.58733098	0.023841912	1.79E-09
cds10312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0168483	41.1404815	0.030870502	3.07E-05	0.0168483	41.1404815	0.030870502	3.79E-07	0.0168483	41.1404815	0.030870502	3.79E-07	0.0168483	41.1404815	0.030870502	3.07E-05	NA	NA	NA	NA	0.0168483	41.1404815	0.030870502	3.07E-05
cds10314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds10322	0.016412357	42.23324929	0.030434559	3.03E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.016418909	42.21639619	0.030441111	3.03E-11	0.020930419	33.11673757	0.03495262	9.28E-06	0.020830894	33.27496094	0.034853095	6.96E-11	0.021624629	32.05359921	0.03564683	2.81E-11	0.031496842	22.00687855	0.045519044	5.23E-08	0.033577264	20.64334888	0.047599466	5.27E-10	0.021631113	32.0439901	0.035653315	2.81E-11	0.016240088	42.68124444	0.03026229	4.91E-07	0.016754174	41.37161253	0.030776375	4.22E-11
cds10328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds10329	0.013158263	52.67771253	0.027180464	4.20E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.013164105	52.65433381	0.027186307	3.89E-13	0.012178291	56.91662023	0.026200493	2.62E-12	0.012944288	53.54849821	0.02696649	5.67E-13	0.013589448	51.00627873	0.02761165	2.89E-14	0.014845363	46.69115868	0.028867564	9.21E-10	0.013199118	52.51466092	0.027221319	4.15E-10	0.013591232	50.9995854	0.027613433	2.89E-14	0.012291851	56.39079079	0.026314052	6.88E-12	0.013332239	51.99030702	0.02735444	1.01E-12
cds10333	0.026130429	26.52643707	0.040152631	8.50E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.026130429	26.52643707	0.040152631	8.50E-09	0.0311582	22.2460596	0.045180402	3.43E-08	0.026628957	26.02982856	0.040651158	1.12E-09	0.026048695	26.60966983	0.040070897	5.86E-12	0.02685561	25.81014463	0.040877812	7.45E-09	0.027501116	25.20432952	0.041523317	9.63E-09	0.026048695	26.60966983	0.040070897	5.86E-12	0.031044744	22.32736042	0.045066945	4.48E-08	0.025913384	26.74861726	0.039935585	6.56E-12
cds10336	0.037334493	18.5658654	0.051356695	5.53E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.037334493	18.5658654	0.051356695	5.53E-09	NA	NA	NA	NA	0.036671908	18.90131197	0.05069411	2.93E-07	0.034760338	19.94074899	0.04878254	1.59E-10	0.038719262	17.90186959	0.052741464	1.38E-08	0.038711822	17.90531013	0.052734024	6.31E-09	0.034760338	19.94074899	0.04878254	1.59E-10	0.528188945	1.312309141	0.542211146	0.042144007	0.047905347	14.4690984	0.061927549	2.49E-08
cds1034	0.009785024	70.8375531	0.023807226	6.85E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.009958432	69.60404785	0.023980634	1.05E-10	0.008836055	78.44532118	0.022858257	2.91E-08	0.009946802	69.68543303	0.023969003	1.03E-08	0.012618099	54.93277367	0.026640301	1.08E-15	0.013833682	50.10576387	0.027855883	1.18E-13	0.009611187	72.11879404	0.023633388	9.91E-13	0.012639133	54.84135413	0.026661335	4.61E-13	0.011935244	58.07565848	0.025957446	5.00E-08	0.012516292	55.37959441	0.026538494	2.26E-08
cds10348	0.114356811	6.061267157	0.128379012	1.03E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.114393888	6.059302574	0.12841609	1.46E-11	0.115179159	6.017991315	0.129201361	5.73E-08	0.114983998	6.028205622	0.129006199	3.78E-12	0.079256965	8.745568077	0.093279166	6.44E-17	0.08136743	8.518730131	0.095389632	2.92E-09	0.079934494	8.671440202	0.093956695	2.77E-10	0.079257936	8.745460896	0.093280138	1.15E-17	0.112624605	6.154491555	0.126646807	2.69E-08	0.113832338	6.089193933	0.127854539	4.76E-12
cds1035	0.032041439	21.63283522	0.046063641	2.63E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.032041439	21.63283522	0.046063641	2.63E-10	NA	NA	NA	NA	0.258583976	2.680549631	0.272606177	1.06E-05	0.032105164	21.58989679	0.046127366	1.62E-09	0.033418598	20.74136051	0.047440799	6.09E-08	0.033418598	20.74136051	0.047440799	6.09E-08	0.032105164	21.58989679	0.046127366	1.62E-09	1.099779755	0.630259993	1.113801957	0.163749643	0.258583976	2.680549631	0.272606177	1.06E-05
cds10354	0.040545271	17.09563581	0.054567472	3.89E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.040481011	17.12277353	0.054503212	5.65E-13	0.03759088	18.43923807	0.051613081	7.31E-12	0.037940162	18.2694841	0.051962363	1.80E-14	0.041068301	16.87791221	0.055090503	1.41E-13	0.041655304	16.64007003	0.055677506	1.62E-09	0.040975606	16.91609356	0.054997807	2.80E-11	0.041075412	16.87499019	0.055097614	1.41E-13	0.038932329	17.80389722	0.05295453	2.16E-09	0.040134913	17.27042927	0.054157115	5.43E-14
cds10363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046246451	14.98811626	0.060268652	0.002734556	0.046246451	14.98811626	0.060268652	3.38E-05	0.046246451	14.98811626	0.060268652	3.38E-05	0.046246451	14.98811626	0.060268652	0.002734556	NA	NA	NA	NA	0.046246451	14.98811626	0.060268652	0.002734556
cds10375	0.025243283	27.45867752	0.039265485	1.07E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.025243283	27.45867752	0.039265485	1.07E-11	0.041438508	16.72712707	0.055460709	4.56E-07	0.025206504	27.49874309	0.039228706	3.07E-08	0.029989002	23.11337901	0.044011204	7.81E-12	0.034018075	20.37584955	0.048040277	3.59E-09	0.027366202	25.32858535	0.041388404	3.74E-09	0.029989002	23.11337901	0.044011204	7.81E-12	0.057974719	11.95602489	0.07199692	3.57E-06	0.029957397	23.13776383	0.043979599	9.57E-08
cds10376	0.011623756	59.63194764	0.025645957	6.83E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.011658384	59.45482329	0.025680586	4.67E-15	0.011031249	62.83487992	0.02505345	3.36E-10	0.01146049	60.48146265	0.025482691	1.27E-10	0.014242149	48.66872014	0.028264351	2.55E-15	0.015367856	45.10370176	0.029390057	2.81E-09	0.011860139	58.44342884	0.02588234	6.08E-10	0.014249843	48.64244276	0.028272045	6.18E-15	0.01278827	54.20179382	0.026810472	1.69E-11	0.01389496	49.884793	0.027917161	2.56E-12
cds10377	0.035689756	19.42146052	0.049711957	8.26E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.035692631	19.4198958	0.049714833	7.98E-11	0.044002975	15.75228011	0.058025176	5.25E-10	0.048252922	14.36487473	0.062275124	1.35E-07	0.034034078	20.36626849	0.04805628	2.57E-11	0.034996947	19.80593266	0.049019149	1.06E-08	0.035813141	19.35454859	0.049835343	6.70E-09	0.034035162	20.36562033	0.048057363	2.57E-11	0.047527997	14.58397634	0.061550198	6.03E-10	0.049078381	14.12326918	0.063100582	5.46E-09
cds10378	0.024522273	28.26602484	0.038544475	2.72E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.024524473	28.26348938	0.038546675	2.36E-12	0.023447273	29.56195245	0.037469475	1.43E-10	0.024277479	28.55103586	0.038299681	5.17E-10	0.024192506	28.65131739	0.038214708	2.23E-13	0.025213969	27.4906015	0.039236171	3.25E-09	0.025049064	27.67158041	0.039071265	6.29E-10	0.024193273	28.6504093	0.038215475	2.23E-13	0.023322151	29.72055116	0.037344353	2.65E-10	0.023876183	29.03090426	0.037898385	1.44E-10
cds1038	0.206481471	3.356946151	0.220503673	4.17E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.206481471	3.356946151	0.220503673	4.17E-07	NA	NA	NA	NA	0.426966198	1.623424018	0.4409884	0.002056472	0.120982724	5.729307104	0.135004926	2.07E-10	0.082819802	8.369341237	0.096842003	8.19E-09	0.083205692	8.330526001	0.097227894	4.21E-09	0.120982724	5.729307104	0.135004926	2.07E-10	NA	NA	NA	NA	0.320550353	2.162365987	0.334572555	4.07E-10
cds10385	0.016718275	41.4604475	0.030740477	6.89E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.016718275	41.4604475	0.030740477	6.89E-12	0.01605492	43.17350609	0.030077121	1.71E-09	0.016907917	40.99542105	0.030930119	8.89E-10	0.016807765	41.23969944	0.030829967	3.89E-12	0.017655171	39.26029247	0.031677373	1.59E-09	0.017424245	39.78061494	0.031446447	9.63E-10	0.016807765	41.23969944	0.030829967	3.89E-12	0.015784219	43.91393612	0.02980642	4.40E-10	0.016529893	41.93294963	0.030552095	4.34E-10
cds10387	0.016826311	41.19424619	0.030848512	4.00E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.016804834	41.24689287	0.030827035	2.80E-10	0.015611305	44.40033434	0.029633507	3.77E-09	0.016382842	42.30933654	0.030405044	6.02E-13	0.016888477	41.04260925	0.030910679	1.91E-16	0.018818411	36.83345898	0.032840613	1.27E-10	0.016244473	42.66972352	0.030266675	1.36E-10	0.01689014	41.03856822	0.030912342	5.75E-14	0.015611305	44.40033434	0.029633507	3.71E-09	0.016810423	41.23317965	0.030832624	5.01E-10
cds10392	0.014917996	46.46382766	0.028940197	1.00E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.014917996	46.46382766	0.028940197	1.00E-09	0.013646416	50.79335089	0.027668617	5.44E-10	0.014768818	46.93315059	0.02879102	8.33E-09	0.016223412	42.72511819	0.030245613	7.55E-11	0.018591847	37.28231924	0.032614049	4.76E-08	0.016306624	42.507094	0.030328825	6.31E-09	0.016223412	42.72511819	0.030245613	7.55E-11	0.014394185	48.15466565	0.028416387	5.37E-10	0.015097825	45.91039935	0.029120027	1.72E-10
cds10395	0.063591647	10.89997207	0.077613849	0.000185606	NA	NA	NA	NA	NA	NA	NA	NA	0.063591647	10.89997207	0.077613849	0.000185606	NA	NA	NA	NA	0.063591647	10.89997207	0.077613849	0.000185606	0.063591647	10.89997207	0.077613849	3.73E-08	0.05752449	12.04960148	0.071546692	9.05E-08	0.057006012	12.15919445	0.071028213	9.05E-08	0.063591647	10.89997207	0.077613849	3.73E-08	NA	NA	NA	NA	0.063591647	10.89997207	0.077613849	3.73E-08
cds10396	0.017904773	38.7129829	0.031926975	2.18E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.018004767	38.49798136	0.032026969	3.64E-12	0.017498713	39.61132276	0.031520915	5.17E-10	0.017890104	38.74472558	0.031912306	3.82E-11	0.021947059	31.58269084	0.035969261	2.29E-14	0.024858738	27.88344203	0.03888094	5.66E-11	0.018293931	37.88946043	0.032316133	2.81E-11	0.021957951	31.5670243	0.035980153	2.29E-14	0.020461142	33.8762704	0.034483344	6.75E-10	0.021669308	31.98750862	0.03569151	3.71E-10
cds10398	0.037558628	18.45507177	0.05158083	8.75E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.037561447	18.45368688	0.051583649	8.76E-06	0.02112359	32.81389144	0.035145791	1.47E-07	0.022557429	30.72811054	0.036579631	8.45E-08	0.022770945	30.43998367	0.036793146	1.65E-12	0.023531247	29.45645731	0.037553449	5.26E-10	0.023288309	29.76374007	0.037310511	4.43E-10	0.022771227	30.439606	0.036793429	1.65E-12	0.02112359	32.81389144	0.035145791	1.47E-07	0.022557429	30.72811054	0.036579631	8.45E-08
cds10401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds10405	0.014926313	46.43793607	0.028948515	3.31E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.014937073	46.40448519	0.028959275	1.70E-12	0.013387276	51.77656663	0.027409477	7.34E-10	0.014721591	47.08371338	0.028743793	7.13E-11	0.018437271	37.59488995	0.032459473	4.53E-16	0.021237102	32.6385007	0.035259304	8.53E-09	0.015620459	44.37431582	0.029642661	1.88E-09	0.018439531	37.59028265	0.032461733	1.50E-14	0.015288528	45.33773261	0.029310729	3.49E-10	0.018146982	38.1962796	0.032169183	6.92E-10
cds10406	0.014465841	47.91613424	0.028488043	1.67E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.014554531	47.62415184	0.028576732	9.72E-15	0.013722512	50.51168231	0.027744714	1.34E-11	0.014480252	47.86844661	0.028502454	3.54E-13	0.014325318	48.38616358	0.02834752	4.34E-14	0.014780066	46.89743327	0.028802268	4.21E-10	0.014362469	48.26100431	0.028384671	4.10E-11	0.01433693	48.34697451	0.028359131	4.34E-14	0.013331482	51.99325603	0.027353684	9.52E-12	0.014213264	48.76762718	0.028235466	7.59E-13
cds10408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds10410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033053056	20.9707439	0.047075258	6.03E-07	0.033531707	20.67139531	0.047553909	4.88E-07	0.033531707	20.67139531	0.047553909	4.88E-07	0.033053056	20.9707439	0.047075258	6.03E-07	NA	NA	NA	NA	0.033053056	20.9707439	0.047075258	6.03E-07
cds10414	0.014926863	46.43622692	0.028949064	8.91E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.014927071	46.43557827	0.028949273	8.70E-10	0.012950234	53.52391225	0.026972435	0	0.014699905	47.15317412	0.028722107	1.05E-08	0.021424045	32.35370243	0.035446247	7.81E-11	0.022329168	31.0422303	0.03635137	1.54E-09	0.016192387	42.80697856	0.030214589	1.63E-09	0.021424204	32.35346223	0.035446406	7.81E-11	0.018086903	38.32315437	0.032109105	6.60E-06	0.021275282	32.57992987	0.035297483	1.05E-10
cds1042	0.021650243	32.01567698	0.035672444	8.02E-36	NA	NA	NA	NA	NA	NA	NA	NA	0.021650243	32.01567698	0.035672444	8.02E-36	0.017858801	38.8126391	0.031881002	1.35E-06	0.01806866	38.36184668	0.032090862	2.54E-06	0.018082754	38.33194669	0.032104956	1.62E-09	0.018788266	36.89255777	0.032810467	1.89E-08	0.021715494	31.91947597	0.035737695	1.88E-08	0.018082754	38.33194669	0.032104956	1.62E-09	0.017858801	38.8126391	0.031881002	1.35E-06	0.01806866	38.36184668	0.032090862	1.94E-09
